,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,url
Prisoner (feat. Dua Lipa),5JqZ3oqF00jkT81foAFvqg,0.781,0.67,-3.912,0.0452,0.0103,0.0,0.0761,0.595,127.99,3,0,https://open.spotify.com/track/5JqZ3oqF00jkT81foAFvqg
Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,0.334,0.599,-5.742,0.0365,0.0468,0.000392,0.205,0.127,161.74,0,1,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
Dandelions,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,-2.958,0.0259,0.0157,0.0,0.0864,0.454,116.959,1,1,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
Boyfriend,59CfNbkERJ3NoTXDvoURjj,0.345,0.612,-6.543,0.0608,0.232,0.0,0.194,0.232,179.773,7,0,https://open.spotify.com/track/59CfNbkERJ3NoTXDvoURjj
STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,1,1,https://open.spotify.com/track/5HCyWlXZPP0y6Gqq8TgA20
Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,0.762,0.701,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968,8,1,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,0.721,0.738,-4.77,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,7,1,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
Break My Heart,1raaNykBg1bDnWENUiglUA,0.73,0.729,-3.434,0.0886,0.167,1.39e-06,0.349,0.467,113.012,4,0,https://open.spotify.com/track/1raaNykBg1bDnWENUiglUA
Don't Wait Up,45PF1Y3RcW5MK0jxWvhc4D,0.916,0.552,-5.051,0.0546,0.344,0.000722,0.0566,0.349,118.981,3,0,https://open.spotify.com/track/45PF1Y3RcW5MK0jxWvhc4D
love nwantiti (feat. Dj Yo! & AX'EL) - Remix,4gvrJnKCKIPiacNsWVQwEU,0.579,0.596,-4.823,0.0561,0.436,0.0938,0.0549,0.443,119.9,8,1,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,5,1,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX
Infinity,1SOClUWhOi8vHZYMz3GluK,0.671,0.673,-6.941,0.0444,0.148,5.29e-05,0.304,0.494,121.963,11,0,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,10,1,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK
DON'T YOU WORRY,0gYXw7aPoybWFfB7btQ0eM,0.816,0.875,-4.821,0.0311,0.203,0.0,0.209,0.491,131.958,11,1,https://open.spotify.com/track/0gYXw7aPoybWFfB7btQ0eM
positions,7igeByaBM0MgGsgXtNxDJ7,0.736,0.802,-4.759,0.0864,0.468,0.0,0.094,0.675,144.005,0,1,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7
Cool for the Summer,3uwnnTQcHM1rDqSfA4gQNz,0.583,0.61,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06,5,0,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz
Need to Know,10hcDov7xmcRviA8jLwEaI,0.664,0.609,-6.509,0.0707,0.304,0.0,0.0926,0.194,130.041,1,1,https://open.spotify.com/track/10hcDov7xmcRviA8jLwEaI
abcdefu,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,4,1,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,-4.521,0.0842,0.0125,0.0,0.0952,0.677,123.941,11,0,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
Hold On,4u4NyuceXP7Uzh7XFJKCr1,0.658,0.634,-5.797,0.0413,0.0106,0.0,0.132,0.29,139.98,1,0,https://open.spotify.com/track/4u4NyuceXP7Uzh7XFJKCr1
Bad Habits,6PQ88X9TkUIAUIZJHW2upE,0.808,0.897,-3.712,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,11,0,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
Leave The Door Open,7MAibcTli4IisCtbHKrGMh,0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088,5,1,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
Diamonds,5hvwx5i67IwnCkjl9VHkNv,0.653,0.667,-6.764,0.0423,0.154,0.0,0.107,0.556,104.181,10,0,https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv
Beggin',3Wrjm47oTz2sjIgck11l5e,0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,11,0,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,0.41,0.611,-8.271,0.0467,0.0228,0.0,0.116,0.0899,185.727,4,0,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
GIRL LIKE ME,1zLBsSVxETQOfINOLYvT5m,0.965,0.485,-8.784,0.191,0.0206,0.0237,0.0655,0.312,124.025,2,1,https://open.spotify.com/track/1zLBsSVxETQOfINOLYvT5m
Bones,0HqZX76SFLDz2aW8aiqi7G,0.773,0.742,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071,5,0,https://open.spotify.com/track/0HqZX76SFLDz2aW8aiqi7G
Ghost,5dPz35akJjPqb17yeqNwqH,0.604,0.741,-5.571,0.0475,0.178,3.49e-05,0.409,0.473,153.947,2,1,https://open.spotify.com/track/5dPz35akJjPqb17yeqNwqH
Dynamite,0v1x6rN6JHRapa03JElljE,0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,6,0,https://open.spotify.com/track/0v1x6rN6JHRapa03JElljE
Shivers,6bQfNiqyCX7UaQSvVVGo4I,0.788,0.859,-2.724,0.0856,0.281,0.0,0.0424,0.822,141.02,2,1,https://open.spotify.com/track/6bQfNiqyCX7UaQSvVVGo4I
Atlantis,1Fid2jjqsHViMX6xNH70hE,0.4,0.479,-7.989,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,8,0,https://open.spotify.com/track/1Fid2jjqsHViMX6xNH70hE
Take My Breath - Single Version,6OGogr19zPTM4BALXuMQpF,0.748,0.74,-6.01,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,8,1,https://open.spotify.com/track/6OGogr19zPTM4BALXuMQpF
Unstoppable,2J2Z1SkXYghSajLibnQHOa,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,9,1,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,0.866,0.813,-4.063,0.0554,0.38,0.0,0.0779,0.969,121.998,11,0,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,0,1,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,0.555,77.011,11,0,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
Nothing Breaks Like a Heart (feat. Miley Cyrus),02dRkCEc8Q5ch4TTcnLxOn,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.418,0.244,114.066,7,0,https://open.spotify.com/track/02dRkCEc8Q5ch4TTcnLxOn
I AM WOMAN,3nOz1U41SZZ0N3fuUWr9nb,0.646,0.471,-9.247,0.157,0.122,0.0,0.125,0.455,170.084,10,1,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,0.61,0.508,-6.682,0.152,0.297,0.0,0.384,0.758,178.818,8,0,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,3,0,https://open.spotify.com/track/0y60itmpH0aPKsFiGxmtnh
Heat Waves,6CDzDgIUqeDY5g8ujExx2f,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,11,1,https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f
Yellow,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,11,1,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,0,1,https://open.spotify.com/track/4h9wh7iOZ0GGn8QVp4RAOB
OUT OUT (feat. Charli XCX & Saweetie),6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,-4.403,0.0478,0.018,0.00747,0.0374,0.796,123.97,8,1,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
Sharks,0TyUOnU4H4GLqOcrH0auc8,0.927,0.642,-4.466,0.0657,0.00791,3.62e-05,0.279,0.901,123.969,10,0,https://open.spotify.com/track/0TyUOnU4H4GLqOcrH0auc8
INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,0.736,0.704,-7.409,0.0615,0.0203,0.0,0.0501,0.894,149.995,3,0,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,0.348,0.652,-7.145,0.0931,0.0165,0.000264,0.33,0.172,70.956,3,1,https://open.spotify.com/track/10hMM5nsZQf66ldBlgWBfG
Take You Dancing,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,-4.248,0.041,0.0332,0.0,0.0876,0.753,112.985,2,1,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
Lost on You,2LIh4uzqq9cXMPzzmcToHl,0.433,0.724,-6.126,0.0372,0.1,0.0,0.0918,0.689,174.006,5,0,https://open.spotify.com/track/2LIh4uzqq9cXMPzzmcToHl
I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk,0.75,0.608,-4.008,0.0387,0.00165,0.0,0.178,0.958,132.507,1,1,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
Blinding Lights,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,-4.075,0.0629,0.00147,0.000209,0.0938,0.345,171.017,1,1,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
Señorita,0TK2YIli7K1leLovkQiNik,0.759,0.54,-6.039,0.0287,0.037,0.0,0.0945,0.75,116.947,9,0,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
The Motto,18asYwWugKjjsihZ0YvRxO,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,7,0,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,8,1,https://open.spotify.com/track/6xGruZOHLs39ZbVccQTuPZ
Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,-2.926,0.113,0.00364,6.92e-05,0.193,0.658,128.04,6,0,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
Can I Call You Tonight?,64lsIF5pw0sJY0gV5kz0RN,0.641,0.842,-7.27,0.0292,0.132,0.91,0.419,0.5,129.98,9,1,https://open.spotify.com/track/64lsIF5pw0sJY0gV5kz0RN
Do It To It,20on25jryn53hWghthWWW3,0.854,0.806,-8.262,0.0886,0.0209,0.0542,0.0703,0.637,124.927,11,0,https://open.spotify.com/track/20on25jryn53hWghthWWW3
Let's Love,6lhZLbb0czULpjb2kFryPS,0.662,0.868,-4.025,0.0341,0.00882,0.00244,0.584,0.353,92.998,5,1,https://open.spotify.com/track/6lhZLbb0czULpjb2kFryPS
Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,6,0,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
Another Love,7jtQIBanIiJOMS6RyCx6jZ,0.442,0.538,-8.55,0.0451,0.717,2.95e-05,0.09,0.139,122.758,4,0,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
Memories,2b8fOow8UzyDFAE27YhOZM,0.764,0.32,-7.209,0.0546,0.837,0.0,0.0822,0.575,91.019,11,1,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
BREAK MY SOUL,2KukL7UlQ8TdvpaA7bY3ZJ,0.687,0.887,-5.04,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,1,0,https://open.spotify.com/track/2KukL7UlQ8TdvpaA7bY3ZJ
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,11,0,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
Say It Right,2aI21FnmY7TJVKeMaoQZ0t,0.872,0.872,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948,1,1,https://open.spotify.com/track/2aI21FnmY7TJVKeMaoQZ0t
I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,-5.041,0.0442,0.0912,0.0,0.0894,0.842,101.956,6,1,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
Circles,4VginDwYTP2eaHJzO0QMjG,0.704,0.758,-3.537,0.0402,0.233,0.00144,0.0924,0.534,120.003,0,1,https://open.spotify.com/track/4VginDwYTP2eaHJzO0QMjG
Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,0.72,0.741,-6.529,0.0287,0.101,1.41e-05,0.289,0.357,119.896,10,0,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM
ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,-7.567,0.0892,0.0686,0.00188,0.393,0.33,112.05,11,0,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,11,0,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,6,0,https://open.spotify.com/track/2Foc5Q5nqNiosCNqttzHof
Tom's Diner,0oA9wBGDY4uyILLg4GymWP,0.68,0.428,-8.107,0.135,0.376,0.000344,0.355,0.334,98.222,6,0,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP
Someone You Loved,7qEHsqek33rTcFNT9PFqLf,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,1,1,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
Lost Me,6TSO4hwz9WGrEUY7ABGVim,0.428,0.443,-8.955,0.101,0.525,1.76e-05,0.219,0.2,87.934,2,0,https://open.spotify.com/track/6TSO4hwz9WGrEUY7ABGVim
bad guy,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,7,1,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
Dance Monkey,5ZULALImTm80tzUbYQYM9d,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,6,0,https://open.spotify.com/track/5ZULALImTm80tzUbYQYM9d
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",17i5jLpzndlQhbS4SrTd0B,0.275,0.157,-18.752,0.0636,0.89,0.842,0.186,0.304,73.289,7,1,https://open.spotify.com/track/17i5jLpzndlQhbS4SrTd0B
"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",4SFBV7SRNG2e2kyL1F6kjU,0.221,0.126,-25.427,0.0447,0.989,0.897,0.102,0.216,133.63,0,1,https://open.spotify.com/track/4SFBV7SRNG2e2kyL1F6kjU
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",3zLTPuucd3e6TxZnu2dlVS,0.289,0.0306,-30.79,0.0446,0.987,0.911,0.102,0.118,125.61,9,0,https://open.spotify.com/track/3zLTPuucd3e6TxZnu2dlVS
"Suite No. 3 in D Major, BWV 1068: II. Air",7h6GoPvGHC9uzZJ8bNvfIq,0.0753,0.07,-27.272,0.044,0.918,0.947,0.146,0.0625,79.801,2,1,https://open.spotify.com/track/7h6GoPvGHC9uzZJ8bNvfIq
"Pachelbel: Canon and Gigue in D Major for 3 Violins and Continuo, P. 37: I. Canon (Orchestral Version)",5x3TUfYzgZIdt0Kaop64ss,0.13,0.158,-16.132,0.035,0.748,0.924,0.1,0.0998,85.031,2,1,https://open.spotify.com/track/5x3TUfYzgZIdt0Kaop64ss
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,0.0939,0.0336,-24.041,0.0606,0.927,0.83,0.0954,0.0516,67.359,2,0,https://open.spotify.com/track/1upQiytDIEZfl9ItruoXuC
Gnossienne No. 1,5fdp9rXfEixCGLM1Og4EN1,0.376,0.00579,-31.615,0.0576,0.996,0.944,0.0882,0.0369,71.827,5,0,https://open.spotify.com/track/5fdp9rXfEixCGLM1Og4EN1
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",0jOnZhF75V68VsBObWx2XO,0.169,0.0161,-31.034,0.0442,0.986,0.86,0.0805,0.0573,128.143,9,0,https://open.spotify.com/track/0jOnZhF75V68VsBObWx2XO
"Suite bergamasque, L. 75: III. Clair de lune",1cmigB9I6IRpFqjIbzvSQB,0.335,0.00501,-33.366,0.0451,0.993,0.919,0.0618,0.0383,132.085,1,1,https://open.spotify.com/track/1cmigB9I6IRpFqjIbzvSQB
Meditation: Méditation from Thaïs,6Uk28Hs2MulezLxMrd1rBD,0.205,0.0686,-23.415,0.0462,0.873,0.402,0.0909,0.0359,90.779,4,0,https://open.spotify.com/track/6Uk28Hs2MulezLxMrd1rBD
"An der schönen blauen Donau, Op.314",0dzl6bBvsIAfHLlTbBObTW,0.233,0.0252,-24.824,0.0346,0.975,0.604,0.143,0.0936,94.736,2,1,https://open.spotify.com/track/0dzl6bBvsIAfHLlTbBObTW
"Danse Macabre, Op.40, R.171",0pCHzhuRt6kOU3FUEG3HnC,0.371,0.131,-23.899,0.0413,0.898,0.925,0.0847,0.0655,105.328,2,1,https://open.spotify.com/track/0pCHzhuRt6kOU3FUEG3HnC
Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,0cqcRqZgkNHanWQ8slYA0v,0.0783,0.0523,-23.247,0.0471,0.896,0.945,0.0806,0.0327,82.015,5,1,https://open.spotify.com/track/0cqcRqZgkNHanWQ8slYA0v
The Lark Ascending,2kAgCRZPG3YQR2VMqRvLmb,0.0811,0.0122,-32.654,0.0511,0.902,0.308,0.0648,0.0384,74.554,4,0,https://open.spotify.com/track/2kAgCRZPG3YQR2VMqRvLmb
"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",3QqPgzOcv9titKufFR0gsQ,0.353,0.254,-16.205,0.0349,0.948,0.859,0.0843,0.0986,133.808,0,1,https://open.spotify.com/track/3QqPgzOcv9titKufFR0gsQ
"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",4rrrn8OLrttq7r9RgNXalU,0.194,0.0545,-24.877,0.0366,0.983,0.945,0.0551,0.0385,140.966,4,1,https://open.spotify.com/track/4rrrn8OLrttq7r9RgNXalU
Rodrigo: Concierto de Aranjuez: II. Adagio,0k6P9cdEA9K3k0ASde2Kof,0.253,0.098,-19.878,0.0437,0.93,0.862,0.122,0.062,84.865,11,0,https://open.spotify.com/track/0k6P9cdEA9K3k0ASde2Kof
"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",419qlOGNXoyICx4jO0hqaj,0.205,0.0525,-23.841,0.0327,0.98,0.906,0.103,0.0511,88.316,1,1,https://open.spotify.com/track/419qlOGNXoyICx4jO0hqaj
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",3DNRdudZ2SstnDCVKFdXxG,0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612,1,0,https://open.spotify.com/track/3DNRdudZ2SstnDCVKFdXxG
Scheherazade: The Tale of the Kalendar Prince,04eShjKTWijeJJqGnhxpYK,0.235,0.0639,-24.404,0.049,0.962,0.603,0.466,0.0781,120.736,11,0,https://open.spotify.com/track/04eShjKTWijeJJqGnhxpYK
"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",5pjDwtMPly0cNMbuGXhUOI,0.148,0.0722,-25.217,0.0427,0.944,0.148,0.115,0.0467,87.882,4,0,https://open.spotify.com/track/5pjDwtMPly0cNMbuGXhUOI
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",2Z4aQJh0kesRMookvtfR4y,0.302,0.119,-18.059,0.0386,0.975,0.887,0.11,0.0381,94.4,9,0,https://open.spotify.com/track/2Z4aQJh0kesRMookvtfR4y
"Ständchen in D Minor (After Schubert), S. 560",3GecLjGMqzjmgkvy2v41Wf,0.341,0.0142,-28.293,0.0388,0.993,0.921,0.113,0.0384,76.382,2,1,https://open.spotify.com/track/3GecLjGMqzjmgkvy2v41Wf
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",2u9VGZmVz7Rm01SfDgzcfA,0.279,0.0292,-26.804,0.0406,0.987,0.902,0.104,0.0338,136.732,8,1,https://open.spotify.com/track/2u9VGZmVz7Rm01SfDgzcfA
"Andante festivo for Strings and Timpani, JS 34b",3af6PvJHP8XlFMWeuN7bF8,0.113,0.161,-20.046,0.0442,0.484,0.928,0.16,0.0365,65.062,7,1,https://open.spotify.com/track/3af6PvJHP8XlFMWeuN7bF8
O Magnum Mysterium: O magnum mysterium,0S0YKiEdR9cT9pYgEaTevF,0.0623,0.0116,-27.893,0.0567,0.991,0.445,0.0816,0.0331,65.057,2,1,https://open.spotify.com/track/0S0YKiEdR9cT9pYgEaTevF
Spring 1 - 2012,5xbuJuQsTVheVZvX2AJVIv,0.701,0.341,-12.26,0.0418,0.499,0.903,0.359,0.163,105.513,1,0,https://open.spotify.com/track/5xbuJuQsTVheVZvX2AJVIv
"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",7HSs4srn1qnZhh7WRWBVOk,0.21,0.101,-19.383,0.0403,0.927,0.902,0.0776,0.153,86.314,0,1,https://open.spotify.com/track/7HSs4srn1qnZhh7WRWBVOk
"Barber: Adagio for Strings, Op. 11",1CSaCKPIp2yCIDL3t7Fyau,0.102,0.0733,-24.133,0.0488,0.974,0.859,0.28,0.0308,73.954,10,0,https://open.spotify.com/track/1CSaCKPIp2yCIDL3t7Fyau
Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,2nVt0n0aSj3AwZjakMvDHX,0.165,0.106,-21.742,0.039,0.807,0.782,0.105,0.0336,105.651,8,1,https://open.spotify.com/track/2nVt0n0aSj3AwZjakMvDHX
Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),4Dcm4KMuDz0l01weeSpD4J,0.292,0.246,-14.96,0.0385,0.922,0.525,0.107,0.0859,109.766,2,1,https://open.spotify.com/track/4Dcm4KMuDz0l01weeSpD4J
"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",2fC30Rt5tFa6FA2jNb4fiz,0.327,0.332,-12.971,0.0404,0.877,0.751,0.129,0.285,118.85,7,0,https://open.spotify.com/track/2fC30Rt5tFa6FA2jNb4fiz
"Elégie in C Minor, Op. 24 (Arr. Parkin)",4QfYHdV8hMoyS9qKUct98q,0.115,0.0422,-24.137,0.0404,0.966,0.919,0.0896,0.037,87.855,8,1,https://open.spotify.com/track/4QfYHdV8hMoyS9qKUct98q
"Ravel: Pavane pour une infante défunte, M. 19",3MRQn2RYo2VLYMoStnLRxu,0.491,0.0176,-26.911,0.0644,0.994,0.927,0.0985,0.0901,125.793,4,0,https://open.spotify.com/track/3MRQn2RYo2VLYMoStnLRxu
"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",0xX7kREWmOGBWzYNcpZwRN,0.25,0.135,-18.615,0.0488,0.958,0.0349,0.0477,0.179,94.404,9,1,https://open.spotify.com/track/0xX7kREWmOGBWzYNcpZwRN
"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",1Xy6MHSaX3IUGGqst6RzYM,0.212,0.119,-20.511,0.0366,0.976,0.907,0.087,0.0396,84.346,1,1,https://open.spotify.com/track/1Xy6MHSaX3IUGGqst6RzYM
Spiegel im Spiegel - Version for Violin and Piano,4wudbbceOZKjRlhTtbHvAs,0.176,0.006,-42.238,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,5,1,https://open.spotify.com/track/4wudbbceOZKjRlhTtbHvAs
"Symphony No. 8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",52GmHO5DikTIKc3yBmTTT1,0.1,0.0354,-17.211,0.0387,0.901,0.865,0.125,0.0426,73.968,11,0,https://open.spotify.com/track/52GmHO5DikTIKc3yBmTTT1
The Sorcerer's Apprentice,2OHnoGjn6X6kDwzO7Rw0Y9,0.351,0.206,-22.657,0.0597,0.797,0.255,0.0738,0.0839,130.415,1,1,https://open.spotify.com/track/2OHnoGjn6X6kDwzO7Rw0Y9
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",1Oo7XEqkrwifJn17aA0ocF,0.299,0.00626,-30.923,0.0478,0.994,0.901,0.0823,0.0634,69.043,9,1,https://open.spotify.com/track/1Oo7XEqkrwifJn17aA0ocF
"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",5Zf5prtvv7KRQ1J6kNn4C6,0.191,0.0363,-25.31,0.0409,0.991,0.924,0.141,0.0372,69.754,3,1,https://open.spotify.com/track/5Zf5prtvv7KRQ1J6kNn4C6
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",2MSgFefjK0T7Iwjvr3OKqV,0.225,0.0047,-30.928,0.0509,0.992,0.881,0.0722,0.186,163.665,1,0,https://open.spotify.com/track/2MSgFefjK0T7Iwjvr3OKqV
Il barbiere di Siviglia: Overture (Sinfonia),4dGkPPLnIdVgogqpyaAjbc,0.322,0.14,-20.747,0.0489,0.906,0.759,0.125,0.285,92.122,4,1,https://open.spotify.com/track/4dGkPPLnIdVgogqpyaAjbc
